11121606	4	11121600		Mantar
11121607	4	11121600		Odun hamuru
11121608	4	11121600		Bambu
11121610	4	11121600		Sert ağaçlar (hardwood)
11121614	4	11121600		Tik ağacı
11121616	4	11121600		Çam ağacı
11121621	4	11121600		Pashaco ağacı
11121622	4	11121600		Catahua ağacı
11121623	4	11121600		Capirona ağacı
11121624	4	11121600		Kopaiba ağacı
11121625	4	11121600		Okaliptüs ağacı
11121700	3	11120000		Ormancılık yan ürünleri
11121800	3	11120000		Bitkisel lifler
11121900	3	11120000		Parfümeri ürünleri
11122000	3	11120000		Mühendislik ürünü ahşap ürünleri
11122001	4	11122000		Kontrplak
11122002	4	11122000		Yonga levha (sunta)
11122003	4	11122000		Orta yoğunluklu lif levha (MDF)
11122004	4	11122000		Ahşap kaplamalar (vener)
11122005	4	11122000		Tutkallı lamine kereste (glulam)
11122006	4	11122000		İşlemli kereste
11130000	2	11000000		Yenmeyen hayvansal ürünler
11131500	3	11130000		Hayvan derileri ve postları ve hayvansal tekstil materyalleri
11131501	4	11131500		Tüyler
11131600	3	11130000		Diğer hayvansal ürünler
11131602	4	11131600		Sperm
11131607	4	11131600		Embriyolar
11131609	4	11131600		Sığır spermi
11131610	4	11131600		Yenmeyen kuş ve kümes hayvanı yumurtaları
11140000	2	11000000		Hurda ve atık malzemeler
11141600	3	11140000		Metalik olmayan atık ve hurda
11141700	3	11140000		Gıda ve tütün atığı ve hurdası
11150000	2	11000000		Lifler ve iplikler ve büküm iplikleri
11151500	3	11150000		Lifler
11151600	3	11150000		İplikler
11151700	3	11150000		Büküm iplikleri
11160000	2	11000000		Kumaşlar ve deri malzemeleri
11161500	3	11160000		İpek kumaşlar
11161600	3	11160000		Yün kumaşlar
11161700	3	11160000		Pamuklu kumaşlar
11161800	3	11160000		Sentetik kumaşlar
11162000	3	11160000		Pamuk dışındaki bitkisel materyalden kumaşlar
11162100	3	11160000		Özel kumaşlar veya bezler
11162101	4	11162100		Tülbent bezi veya kumaşı
11162102	4	11162100		Bismaleimid kumaş veya bez
11162104	4	11162100		Grafit kumaş veya bez
11162105	4	11162100		Cam kumaş veya bez
11162107	4	11162100		Reçine emdirilmiş kumaş veya bez
11162108	4	11162100		Tel örgü kumaş veya bez
11162109	4	11162100		Dantel
11162110	4	11162100		Ağ örgü
11162111	4	11162100		File
11162112	4	11162100		Kaplamalı kumaşlar
11162113	4	11162100		Döşemelik kumaşlar
11162114	4	11162100		Cırt cırt kumaşları veya bantları
11162115	4	11162100		Elastik örgü şerit
11162116	4	11162100		Çuval bezi
11162117	4	11162100		Kauçuk kumaşlar
11162118	4	11162100		Kağıt iplik kumaşı
11162119	4	11162100		Aydınger bezi
11162120	4	11162100		Eleme bezi (bolting cloth)
11162121	4	11162100		Süs şeritleri
11162122	4	11162100		Şerit (binding) kumaşları
11162123	4	11162100		Bant kumaşları
11162124	4	11162100		Keçe kumaşları
11162125	4	11162100		Dokuma şerit (webbing) kumaşları
11162126	4	11162100		Kapitone kumaş
11162127	4	11162100		Kamuflaj bezi
11162128	4	11162100		Paraşüt bezi
11162129	4	11162100		Markizet bezi
11162130	4	11162100		Dossal (perde bezi)
11162131	4	11162100		Biye (welting) kumaşları
11162132	4	11162100		Şam işi (damask) kumaşı
11162133	4	11162100		Saten kumaş
11162200	3	11160000		Dokunmamış kumaşlar (nonwoven)
11162300	3	11160000		Deriler
11162400	3	11160000		Elyaf dolgu (batting)
11170000	2	11000000		Alaşımlar
11171500	3	11170000		Temel çelikler
11171501	4	11171500		E24-2 veya A37-2 çeliği
11171600	3	11170000		Paslanmaz çelik alaşımları
11171601	4	11171600		Paslanmaz çelik alaşımı 304
11171602	4	11171600		Paslanmaz çelik alaşımı 304l
11171603	4	11171600		Paslanmaz çelik alaşımı 316
11171700	3	11170000		Yüksek hız çelikleri
11171701	4	11171700		Z90WDCV6542 veya M2 yüksek hız çeliği
11171702	4	11171700		Z90WDKCV65542 veya M35 yüksek hız çeliği
11171800	3	11170000		Nikel bazlı süper alaşımlar
11171801	4	11171800		Inconel 600 süper alaşımı
11171900	3	11170000		Titanyum bazlı süper alaşımlar
11171901	4	11171900		TA6V süper alaşımı
11172000	3	11170000		Alüminyum bazlı alaşımlar
11172001	4	11172000		Alüminyum alaşımı 7178
11172100	3	11170000		Kobalt bazlı süper alaşımlar
11172101	4	11172100		Pygmalion veya 846 alaşımı
11172200	3	11170000		Magnezyum bazlı alaşımlar
11172300	3	11170000		Manganez bazlı alaşımlar
11180000	2	11000000		Metal oksit
11190000	2	11000000		Metal atık hurda ve yan ürünler
12000000	1		A	Biyokimyasallar ve Gaz Materyalleri dahil Kimyasallar
12130000	2	12000000		Patlayıcı materyaller
12131500	3	12130000		Patlayıcılar
12131501	4	12131500		Dinamit
12131502	4	12131500		Patlayıcı fişekler
12131503	4	12131500		İtici patlayıcılar
12131504	4	12131500		Patlayıcı dolgular
12131505	4	12131500		Plastik patlayıcılar
12131506	4	12131500		Alüminyumlu patlayıcılar
12131507	4	12131500		Amonyum nitrat patlayıcıları
12131508	4	12131500		Nitrogliserin tozlu patlayıcılar
12131509	4	12131500		Amonyum nitrat ve fuel oil ANFO
12131600	3	12130000		Piroteknik ürünler
12131700	3	12130000		Ateşleyiciler
12131702	4	12131700		Detonatörler
12131703	4	12131700		Patlayıcı fitiller
12131704	4	12131700		Patlayıcı başlatıcılar
12131705	4	12131700		Patlayıcı kapsüller
12131706	4	12131700		Kibritler
12131707	4	12131700		Çakmaklar
12131708	4	12131700		Detonatör kutusu
12131709	4	12131700		Patlayıcı sıkıştırıcı (tamper)
12131800	3	12130000		İtici barutlar
12140000	2	12000000		Elementler ve gazlar
12141500	3	12140000		Toprak metalleri
12141600	3	12140000		Nadir toprak metalleri
12141700	3	12140000		Geçiş metalleri
12141800	3	12140000		Alkali metaller
12141900	3	12140000		Ametaller ve saf ve elementel gazlar
12142000	3	12140000		Soy gazlar
12142100	3	12140000		Endüstriyel kullanım gazları
12142200	3	12140000		İzotoplar
12142201	4	12142200		Döteryumlu çözücüler
12142202	4	12142200		Ağır su
12142203	4	12142200		Alfa kaynakları
12142204	4	12142200		Beta kaynakları
12142205	4	12142200		Kobalt kaynakları
12142206	4	12142200		Gama kaynakları
12142207	4	12142200		Radyoizotop kaynakları
12142208	4	12142200		Kalibrasyon kaynakları
12160000	2	12000000		Katkı maddeleri
12161500	3	12160000		İndikatörler ve Reaktifler
12161700	3	12160000		Tamponlar (buffer)
12161800	3	12160000		Koloidler
12161804	4	12161800		Emülsiyonlar
12161900	3	12160000		Yüzey aktif maddeler (sürfaktanlar)
12162000	3	12160000		Plastikleştiriciler
12162100	3	12160000		Alev geciktiriciler
12162200	3	12160000		Antioksidanlar
12162300	3	12160000		Kürleme (sertleştirme) ajanları
12162700	3	12160000		Sıvı kaybı katkı maddeleri
12162800	3	12160000		Sürtünme azaltıcılar
12163100	3	12160000		Çamur önleyiciler (anti-sludge)
12163200	3	12160000		Gaz göçü önleyici ajanlar
12163600	3	12160000		Korozyon inhibitörleri
12164100	3	12160000		Yerinde (in situ)
12164300	3	12160000		Demir kontrol edicileri
12164400	3	12160000		Emülsiyon önleyiciler (non-emulsifier)
12164500	3	12160000		Gıda veya ilaç katkı maddeleri
12164900	3	12160000		Su yalıtım ajanları
12165100	3	12160000		Petrol geri kazanımını artırma kimyasalları
12170000	2	12000000		Renklendiriciler
12171500	3	12170000		Boyalar
12171600	3	12170000		Pigmentler
12171700	3	12170000		Renk bileşikleri ve dispersiyonları
12180000	2	12000000		Mumlar ve yağlar
12181500	3	12180000		Mumlar
12181600	3	12180000		Yağlar
12190000	2	12000000		Çözücüler
12191500	3	12190000		Hidrokarbonlu çözücüler
12350000	2	12000000		Bileşikler ve karışımlar
12352000	3	12350000		Alifatik ve aromatik bileşikler
12352100	3	12350000		Organik türevler ve sübstitüe bileşikler
12352200	3	12350000		Biyokimyasallar
12352300	3	12350000		İnorganik bileşikler
12352324	4	12352300		Kalsiyum HC, kimyasal havuz ürünü
12352400	3	12350000		Karışımlar
12352500	3	12350000		Sabitleyiciler (fiksatif)
13000000	1		A	Reçine ve Doğal Reçine ve Kauçuk ve Köpük ve Film ve Elastomerik Materyaller
13100000	2	13000000		Kauçuk ve elastomerler
13101500	3	13100000		Doğal kauçuk
13101600	3	13100000		İşlenmiş ve sentetik kauçuk
13101700	3	13100000		Elastomerler
13101900	3	13100000		Termoset plastikler
13102000	3	13100000		Termoplastik plastikler
13110000	2	13000000		Reçineler ve doğal reçineler ve diğer reçine türevi malzemeler
13111000	3	13110000		Reçineler
13111100	3	13110000		Doğal reçineler (rosin)
13111200	3	13110000		Plastik filmler
13111201	4	13111200		Polietilen filmler
13111202	4	13111200		Poliüretan filmler
13111203	4	13111200		Asetat filmler
13111204	4	13111200		Akrilik filmler
13111205	4	13111200		Koekstrüde filmler
13111206	4	13111200		Florapolimer filmler
13111207	4	13111200		Metalize filmler
13111208	4	13111200		Naylon filmler
13111209	4	13111200		Polikarbonat filmler
13111210	4	13111200		Polyester filmler
13111211	4	13111200		Polipropilen filmler
13111212	4	13111200		Çift yönlü gerilmiş polipropilen
13111213	4	13111200		Poliimid filmler
13111214	4	13111200		Polistiren filmler
13111215	4	13111200		Esnek polivinil klorür film
13111216	4	13111200		Sert polivinil klorür film
13111217	4	13111200		Etilen vinil alkol film
13111218	4	13111200		Poliviniliden klorür
13111219	4	13111200		Polivinil alkol filmler
13111220	4	13111200		Silikon kaplamalı filmler
13111300	3	13110000		Köpükler
14000000	1		A	Kağıt Materyalleri ve Ürünleri
14100000	2	14000000		Kağıt materyalleri
14101500	3	14100000		Hammaddeler
14101501	4	14101500		Kağıt hamuru
14110000	2	14000000		Kağıt ürünleri
14111500	3	14110000		Baskı ve yazı kağıdı
14111501	4	14111500		İnce pelür kağıdı
14111502	4	14111500		Velin kağıdı
14111503	4	14111500		Parşömen kağıdı
14111504	4	14111500		Sürekli form kağıdı
14111505	4	14111500		Teksir kağıdı
14111506	4	14111500		Bilgisayar çıktı kağıdı
14111507	4	14111500		Yazıcı veya fotokopi kağıdı
14111508	4	14111500		Faks kağıdı
14111509	4	14111500		Kırtasiye
14111510	4	14111500		Çizici kağıdı
14111511	4	14111500		Yazı kağıdı
14111512	4	14111500		Grafik kağıdı
14111513	4	14111500		Defteri kebir kağıdı
14111514	4	14111500		Kağıt bloknotlar veya defterler
14111515	4	14111500		Hesap makinesi veya yazarkasa kağıdı
14111516	4	14111500		Defter yedek kağıdı
14111518	4	14111500		İndeks kartları
14111519	4	14111500		Karton (cardstock) kağıtları
14111520	4	14111500		Kurutma kağıdı (blotter)
14111523	4	14111500		Aydınger kağıdı
14111524	4	14111500		Foolscap kağıt yaprakları
14111525	4	14111500		Çok amaçlı kağıt
14111526	4	14111500		Telefon mesaj blokları veya defterleri
14111527	4	14111500		Karbonsuz kağıt
14111528	4	14111500		Mıknatıs kağıdı
14111529	4	14111500		Teleks ruloları
14111530	4	14111500		Kendinden yapışkanlı not kağıdı
14111531	4	14111500		Kayıt defterleri veya blokları
14111532	4	14111500		Karışık kağıt kitleri
14111533	4	14111500		Sınav kitapçıkları veya formları
14111534	4	14111500		Nota veya el yazması kağıtları
14111535	4	14111500		Telgraf kağıtları
14111536	4	14111500		Kütüphane kitabı veya ödünç alan kartları
14111537	4	14111500		Etiket kağıtları
14111538	4	14111500		Dijital kağıt
14111539	4	14111500		Tıbbi izleme veya iz çizme veya kayıt kağıdı
14111540	4	14111500		Damga kağıdı
14111541	4	14111500		Optik işaret okuyucu kağıdı
14111542	4	14111500		Kırtasiye için Kore kağıdı
14111543	4	14111500		Mürekkep taşı (hokka)
14111544	4	14111500		Güvenlik kağıdı
14111545	4	14111500		Geniş format yazıcı kağıdı
14111546	4	14111500		Oy pusulası
14111600	3	14110000		Süsleme kağıdı
14111601	4	14111600		Hediye paketi kağıdı veya çantaları veya kutuları
14111604	4	14111600		Kartvizitler
14111605	4	14111600		Tebrik veya not veya kartpostal kartları
14111606	4	14111600		Sanat veya el sanatları kağıdı
14111607	4	14111600		Poster panoları
14111608	4	14111600		Hediye çeki
14111609	4	14111600		Kapak kağıdı
14111610	4	14111600		İnşaat kağıdı (construction paper)
14111611	4	14111600		Davetiye veya duyuru kartları
14111613	4	14111600		Pankart kağıdı
14111614	4	14111600		Albüm kağıtları veya peçeteleri
14111615	4	14111600		Poster kağıtları
14111616	4	14111600		Astar kağıtları
14111617	4	14111600		Leathack kağıdı
14111618	4	14111600		Kent kağıdı
14111700	3	14110000		Kişisel kağıt ürünleri
14111701	4	14111700		Kağıt mendiller
14111702	4	14111700		Klozet kapağı örtüleri
14111703	4	14111700		Kağıt havlular
14111704	4	14111700		Tuvalet kağıdı
14111705	4	14111700		Kağıt peçeteler
14111706	4	14111700		Kağıt masa örtüsü
14111800	3	14110000		İş kullanım kağıtları
14111801	4	14111800		Biletler veya bilet ruloları
14111802	4	14111800		Makbuzlar veya makbuz defterleri
14111803	4	14111800		Fişler (voucher)
14111804	4	14111800		Faturalar veya fatura defterleri
14111805	4	14111800		Çekler veya çek defterleri
14111806	4	14111800		İş formları veya anketler
14111807	4	14111800		Çok amaçlı iş defteri
14111808	4	14111800		Muhasebe formları veya muhasebe defterleri
14111809	4	14111800		Konşimento formları veya konşimento defterleri
14111810	4	14111800		Personel formları veya personel defterleri
14111811	4	14111800		Satış formları veya satış defterleri
14111812	4	14111800		Stok formları veya stok defterleri
14111813	4	14111800		Yazışma formları veya yazışma defterleri
14111814	4	14111800		Vergi formları veya vergi defterleri
14111815	4	14111800		Çadır kartları (masa kartı)
14111816	4	14111800		Başvuran parmak izi kartları
14111817	4	14111800		Mevduat doğrulama formu
14111818	4	14111800		Termal kağıt
14111819	4	14111800		Rezervasyon formları veya rezervasyon defterleri
14111820	4	14111800		Şans oyunu formları veya kuponları
14111821	4	14111800		Sipariş formları veya sipariş defterleri
14111822	4	14111800		Teslimat formları veya teslimat defterleri
14111823	4	14111800		Kontrol formları veya kontrol defterleri
14111824	4	14111800		Eczane reçete blok
14111825	4	14111800		Menü
14111826	4	14111800		Doğum belgesi
14111827	4	14111800		Ölüm belgesi
14111828	4	14111800		İş antetli kağıdı
14111829	4	14111800		Önceden basılı not bloğu
14111830	4	14111800		Hat (engrossing) kağıdı
14111831	4	14111800		Ziyaretçi veya misafir defteri
14120000	2	14000000		Endüstriyel kullanım kağıtları
14121500	3	14120000		Mukavva ve ambalaj kağıtları
14121501	4	14121500		Ağartılmış mukavva
14121502	4	14121500		Ağartılmamış mukavva
14121503	4	14121500		Karton (mukavva)
14121504	4	14121500		Ambalaj kağıdı
14121505	4	14121500		Lif levhalar (fiberboard)
14121506	4	14121500		Oluklu mukavva veya konteyner kartonu CCM
14121507	4	14121500		Uçucu korozyon inhibitörü veya VCI kağıdı
14121508	4	14121500		Kaolin işlemli mukavva
14121509	4	14121500		Yüzey kaplaması olmayan kompozit kağıt veya mukavva
14121510	4	14121500		Test liner mukavva
14121600	3	14120000		Kağıt mendiller (tissue)
14121601	4	14121600		Ağartılmamış krepon kağıtları
14121602	4	14121600		Yarı ağartılmış krepon kağıtları
14121603	4	14121600		Islak dayanımlı kağıt mendiller
14121604	4	14121600		Asitsiz kağıt mendiller
14121605	4	14121600		Kraft ince kağıt
14121700	3	14120000		Lamine kağıtlar
14121701	4	14121700		Filmle yapıştırılmış kağıtlar
14121702	4	14121700		Silindir kağıtları veya çok katmanlı ağır kağıt
14121703	4	14121700		Lamine alüminyum folyo kağıdı
14121800	3	14120000		Kaplamalı kağıtlar
14121801	4	14121800		Kil kaplamalı kağıtlar
14121802	4	14121800		Polietilen kaplamalı kağıtlar
14121803	4	14121800		Polyester kaplamalı kağıtlar
14121804	4	14121800		Silikon kaplamalı kağıtlar
14121805	4	14121800		Lateks işlemli kaplamalı kağıt
14121806	4	14121800		Mumlu kağıt
14121807	4	14121800		Kasap kağıdı
14121808	4	14121800		Dondurucu kağıdı
14121809	4	14121800		Maskeleme kağıdı
14121810	4	14121800		Karbon kağıtları
14121811	4	14121800		Duyarlı kopya kağıtları
14121812	4	14121800		Fotoğraf kağıdı
14121813	4	14121800		Saten kağıt
14121900	3	14120000		Gazete ve ofset kağıtları
14121901	4	14121900		Standart gazete kağıdı
14121902	4	14121900		Renkli gazete kağıdı
14121903	4	14121900		Yüksek parlaklıkta gazete kağıdı
14121904	4	14121900		Ofset kağıdı
14121905	4	14121900		Tympan kağıtları (baskı)
14122100	3	14120000		Kaplamasız taban kağıtları
14122101	4	14122100		Süper kalandırlı kraft kağıdı
14122102	4	14122100		Makinede perdahlanmış kraft kağıdı
14122103	4	14122100		İşlemsiz kaplamasız kağıt
14122104	4	14122100		İşlemsiz krepon kağıdı
14122105	4	14122100		Lateks işlemli krepon kağıdı
14122106	4	14122100		Lateks işlemli kaplamasız kağıt
14122107	4	14122100		Oluklu taban kağıdı
14122108	4	14122100		Sarma Kreponu
14122200	3	14120000		Özel endüstriyel kullanım kağıtları
14122201	4	14122200		Tohum çimlendirme kağıtları
14122202	4	14122200		Çay poşeti kağıdı
14122203	4	14122200		Transfer kağıdı
14122204	4	14122200		Kabartma damgalı kağıt
15000000	1		A	Yakıtlar ve Yakıt Katkı Maddeleri ve Yağlayıcılar ve Korozyon Önleyici Materyaller
15100000	2	15000000		Yakıtlar
15101500	3	15100000		Petrol ve damıtıklar
