# ÜRETİLMİŞ kategori eşanlamlıları — gen-category-keywords.ts
# Elle DÜZENLENEBİLİR ama elle küratörlü satırlar category-keywords.tsv'ye
# yazılmalı: o dosya bunu EZER ve yeniden üretimde kaybolmaz.
# Biçim: <kod>\t<boşlukla ayrılmış terimler>
11162105	elyaf yanmaz branda egzoz sargısı fırın contası
11162107	prepreg epoksi fiberglas kompozit laminasyon
11162108	paslanmaz elek teli kafes filtre pirinç süzgeç
11162109	güpür brode fisto fransız güpürlü şerit
11162110	balık ağı koruma inşaat filesi gölgelik
11162111	gölgelik inşaat sıva ambalaj
11162112	pvc kaplı branda membran pu su geçirmez
11162113	tay tüyü kadife şönil keten koltuk kumaşı
11162114	velcro yapışkanlı dikmeli
11162115	lastikli don lastiği örme kolon
11162116	jüt kanaviçe telis kumaş ambalaj
11162117	neopren membran bez conta plakası diyafram
11162118	kraft ipliği dokuma hasır örgü ambalaj
11162119	çizim şeffaf teknik resim rulo
11162120	un eleği ipek elek değirmeni
11162121	harç saçak ponpon sutaşı
11162122	kenar kapama şeridi biye ekstrafor
11162123	tekstil bandı sızdırmazlık bez takviye
11162124	pres yün endüstriyel rulo
11162125	kolon emniyet kemeri kolonu çanta sapı
11162126	elyaf dolgulu astar montluk
11162127	deseni askeri kumaş ripstop su geçirmez
11162128	ripstop naylon yüksek mukavemetli balon kumaşı
11162129	perdelik tül ince dokuma pamuklu
11162130	fonluk kalın sahne kadife
11162131	hazır kenar deri fitilli
11162132	jakarlı döşemelik kendinden desenli masa örtüsü
11162133	likralı ipek abiyelik astar
11162200	tela geotekstil petunyada fitil yün
11162300	suni napa meşin astarlık nubuk
11162400	silikonize yün yatak
11170000	metal döküm külçe profil
11171500	yapısal dkp hrp siyah sac
11171501	st37 yapı karbon
11171600	inox levha mil
11171601	aisi inox boru
11171602	aisi dusuk karbonlu
11171603	aisi asit dayanikli
11171700	hss takım çeliği matkap
11171701	hss celigi hiz
11171702	hss celigi kobaltli hiz
11171800	alasim superalasim inconel hastelloy
11171801	inconel nikel bazli superalasim
11171900	cubuk levha alasim
11171901	titanyum gr5 havacilik alasimi
11172000	aluminyum profil levha biyet
11172001	aluminyum havacilik serisi
11172100	bazli alasim stellite
11172101	kobalt alasimi pygmallion
11172200	alasim levha dokum
11172300	alasim ferromanganez
11180000	toz cinko demir
11190000	demir bakir talaş geri donusum
11130000	patlayici infilak barut
12131500	infial patlayici infilak maddesi
12131501	kartus guncel patlayici
12131502	fisbek patlayici kapsul
12131503	barut roket yakiti
12131504	patlayici imha maddesi
12131505	c4 patlayici esnek
12131506	aluminyumlu patlayici toz
12131507	anemol patlayici
12131508	dinamit
12131509	kaya patlayici maden patlayicisi
12131600	havai fisek isaret fiwegi
12131700	atesleme fitili kapsul atesleyici
12131702	detonator elektrikli kapsul
12131703	guvenlik fitili saniyeli patlayici
12131704	dinamit fitili elektrikli kapsül fünye
12131705	elektrikli adi mühimmat kapsülü
12131706	güvenlik kibriti sanayi tipi
12131707	sanayi çakmağı gazlı punta
12131708	kapsül sandığı fünye dinamit çantası
12131709	tikaç şarj aleti barut sıkıştırma
12131800	kara tüfek barutu nitrocellulose dinamit ham maddesi
12140000	saf endüstriyel
12141500	alüminyum magnezyum kalsiyum baryum
12141600	neodimyum lantan seryum yttrium
12141700	demir bakır çinko nikel krom titanyum
12141800	sodyum potasyum lityum sezyum
12141900	kükürt azot oksijen hidrojen klor
12142000	helyum neon argon kripton ksenon
12142100	kaynak gazı koruyucu sanayi tüpü asetilen
12142200	ağır hidrojen radyoaktif kararlı
12142201	deuteroform d2o deutero kloroform
12142202	deuteriyum oksit nükleer reaktör suyu
12142203	işeme kaynağıradyoaktif pınarı
12142204	ışın kaynağı radyoaktif kalibratör
12142205	60 kaynağı co60 endüstriyel radyografi
12142206	radyasyonu iridyum 192
12142207	nükleer tarama kaynağı
12142208	spektrometre standardı test kaynağı referans
12160000	kimyasal kimyasalı formül
12161500	ph indikatörü ayraç kimyasal turnusol
12161700	ph tamponu çözelti ayarlayıcı
12161800	koloidal solüsyon dağıtıcı faz
12161804	yağ su emülsiyonu akışkan emülgatör
12161900	tensiyo gerilimi düşürücü köpürtücü
12162000	dop pvc yumuşatıcı phthalate alternatifleri
12162100	yangın halojenli katkı bromlu bileşik
12162200	bht oem oksitlenmeyi önleyici
12162300	katalizör epoksi sertleştirici vulcanizing agent
12162700	sondaj kontrolü fluid loss
12162800	polimer drag reducer
12163100	petrol additivi
12163200	çimento gas migration
12163600	pas önleyici koruyucu
12164100	üretim kimyasal sistem
12164300	chelating agent kompleks yapici sertlik giderici
12164400	kopuk kesici demulsifier anti foam
12164500	gida bileseni pharma gradeiceecek katkilari
12164900	gecirmezlik kristallin yalitkan likit membran
12165100	petrokimya sondaj kimyasali eor surfactant
12170000	boyar madde masterbatch colorant
12171500	endustriyel solvent bazli epoksi
12171600	organik toz boya masterbatch
12171700	pastasi pigment dispersiyonu hazir
12180000	endustriyel yag parafincik
12181500	parafin stearin balmumu mikro kristal
12181600	proses yagi baz yag mineral
12190000	endustriyel cozucu tiner solvent
12191500	heksan heptan white spirit nafta
12350000	kimyasal bilesik hammadde
12352000	bilesikler benzen toluen ksilen
12352100	hammadde turev kimyasal
12352200	enzim amino asit
12352300	asit baz tuz hammadde
12352324	kloru hipoklorit toz klor
12352400	kimyasal karisim formilasyon
12352500	fixatif tespit maddesi kimyasal
13100000	sentetik kaucuk hammadde
13101500	dogal kaucuk latex sismik
13101600	nbr epdm sbr neopren
13101700	termoplastik tpe tpu tpv
13101900	bakalit epoksi recine
13102000	pe pp abs pvc granut
13110000	sentetik recine polimer hammadde
13111000	alkit epoksi poliester recine
13111100	gum recine sakizi
13111200	ambalaj naylonu strec
13111201	ldpe pe naylon ortu
13111202	pu poliuretan membran
13111203	seluloz
13111204	pleksi levha
13111205	cok katli bariyer
13111206	teflon ptfe
13111207	opp vmpet
13111208	pa torba nylon
13111209	pc levha lexan şeffaf ambalaj
13111210	pet pof ambalaj
13111211	opp ambalaj naylonu torba
13111212	bopp ambalaj naylon
13111213	kapton isıya dayanıklı izolasyon
13111214	ps ambalaj blister
13111215	pvc yumuşak ambalaj naylon
13111216	pvc levha blister
13111217	evoh bariyerli ambalaj
13111218	pvdc sızdırmaz ambalaj
13111219	pva suda eriyen ambalaj
13111220	ayırıcılı etiket tabanı
13111300	strafor sünger yalıtım ambalaj
14100000	ambalaj selüloz mukavva hammadde
14101500	selüloz hurda kağıt
14101501	selüloz odun
14110000	ofis matbaa kırtasiye ambalaj
14111500	fotokopi matbaa ofis
14111501	sigara sarım
14111502	özel dokulu matbaa
14111503	yağlı pişirme fırın
14111504	faturalık dikey delikli
14111505	okul çoğaltma
14111506	nokta vuruşlu yazıcı döküm
14111507	a4 a3
14111508	termal rulo fax
14111509	okul ofis malzeme
14111510	plotter cad rulo
14111511	not çizim beyaz
14111512	çizim kroki milimetrik
14111513	muhasebe
14111514	notluk spiral ajanda
14111515	pos rulosu
14111516	klasör yaprak
14111518	fihrist kütüphane kartı
14111519	kalın bristol kuşe
14111520	mürekkep emici
14111523	şeffaf projelendirme kopya
14111524	ingiliz ölçü standart
14111525	ofis fotokopi
14111526	notluk ajanda kağıdı ofis bloğu
14111527	kopyalı otokopi fatura kağıdı suret
14111528	manyetik magnet kağıt baskılık tabaka
14111529	faks rulosu yazarkasa post
14111530	post it notluk sticky note
14111531	muhasebe defteri koçan kantar günlüğü
14111532	karma set kırtasiye kiti paket
14111533	optik test kitapçığı ösym kağıdı
14111534	çizgili defteri sol anahtarı
14111535	şerit kağıdı teçhizat
14111536	kartı fihrist fişi okuyucu
14111537	barkod kuşe yapışkanlı rulo
14111538	lazer fotokopi kağıdı ofset baskı
14111539	ekg ritim ultrason termal rulo tahlil
14111540	maliye resmi evrak değerli kağıt
14111541	form test
14111542	el yapımı eskitme
14111543	çini kaligrafi
14111544	filigranlı evrak çekiçli
14111545	plotter cad mühendislik rulosu a0 a1
14111546	seçim sandık mühürlü
14111600	dekoratif ambalaj fon
14111601	poşeti kutusu ambalajı yılbaşı
14111604	matbaa unvan kartı
14111605	kutlama bayram
14111606	fon kartonu işi okul projesi
14111607	ketçap mukavva sunum panosu fotoblok
14111608	promosyon kuponu sertifika
14111609	cilt kapağı sert karton
14111610	renkli fon kartonu elişi
14111611	düğün sünnet kartı
14111613	afiş branda kağıt
14111614	fotoğraf ara kağıdı peramende
14111615	kuşe baskılık afiş
14111616	duvar kaplama
14111617	deri görünümlü cilt kapağı
14111618	desenli süsleme
14111700	hijyenik temizlik tuvalet kağıdı
14111701	peçete kutu ıslak havlu
14111702	örtüsü tek kullanımlık atık
14111703	katlama rulou 2li 3lu
14111704	rulosu jumbo icten cekmeli pisuvar havlusu
14111705	pece dispenser pecete katli
14111706	tek kullanimlik ortu 100x100 restoran ortusu
14111800	kurumsal evrak resmi sirket kagidi
14111801	otopark sira numarator rulosu
14111802	tahsilat osuruk toptan
14111803	hediye cek konaklama fisi yemek
14111804	surekli form irsaliyeli oto kopya
14111805	banka ceki yaprakli cek
14111806	musteri anketi degerlendirme formu
14111807	ajanda not cizgili spiralli
14111808	fisi yevmiye defteri kebir
14111809	nakliye irsaliyesi tasima senedi
14111810	ozluk dosyasi ise giris formu
14111811	satis sozlesmesi siparis fisi
14111812	depo giris cikis fisi sayim
14111813	resmi yazi dosya kagidi
14111814	beyanname formu dairesi evraki
14111815	reklam cadir kartonet
14111816	polis kagidi
14111817	banka dekontu islem fisi
14111818	pos rulosu yazar kasa fisi 56x28 80x40
14111819	otel formu ajanda
14111820	piyango bileti cekilis kuponu
14111821	siparis defteri otokopiyali
14111822	sevk irsaliyesi tutanagi
14111823	kalite formu listesi
14111824	recete kofte kagidi
14111825	restoran menusu cift yonlu laminasyonlu
14111826	nufus cuzdan dogum kagidi
14111827	olumcu kagidi resmi
14111828	kagit a4 sirket
14111829	kasutu yapiskanli notluk
14111830	kaligraf kagidi sanati
14111831	imza giris
14120000	ambalaj malzemesi kraft koli oluklu mukavva
14121500	koli kartonu levha
14121501	beyaz kuptse bristol
14121502	esmer saman kagidi gri karton
14121503	gri bristol kutu malzemesi kuşe ambalaj levhası
14121504	kese malzemesi hediye
14121505	mdf sunta elyaf sert
14121506	koli dalgalı malzemesi testliner fluting
14121507	pas önleyici paslanmaz vci ambalaj koruma
14121508	kuşe parlak kaplanmış
14121509	ham doğal saf hamur
14121510	koli yüzeyi ambalaj kraft
14121600	tuvalet peçete havlu endüstriyel temizlik
14121601	hamur esnek buruşuk sarı
14121602	esnek paketleme
14121603	islak dayanıklı havlu peçete
14121604	arseriv müze koruma pamuklu
14121605	selefon ambalaj sargı
14121700	laminasyonlu kaplı katmanlı parlak folyolu
14121701	kaplı naylonlu selefonlu ambalaj
14121702	katlı kalın bobin
14121703	ambalaj
14121800	kaplanmış kuşe laklı waxlı silikonlu
14121801	kaplı kuşe mat parlak dergi
14121802	pe kaplı naylonlu sızdırmaz
14121803	pet kaplı parlak dayanıklı
14121804	etiket taşıyıcı yapışmaz
14121805	dayanıklı esnek emici
14121806	yağlı sızdırmaz ambalaj
14121807	şarküteri ambalaj sargı
14121808	buzdolap ambalaj poşet
14121809	boya bant
14121810	kopya fatura evrak
14121811	otosensörlü termal ncr form
14121812	parlak mat inkjet
14121813	pürüzsüz kuşe dergi
14121900	matbaa basım
14121901	günlük hammadde basım
14121902	insert broşür
14121903	kaliteli
14121904	hamur kitap defter
14121905	matbaa silindir
14122100	ham hammadde
14122101	sc supercalendered parlak ambalaj
14122102	ambalaj kesekağıdı taban browning sargı
14122103	taban sargı ambalaj ambalajlık base
14122104	büzgülü buruşuk ambalaj sargı
14122105	kauçuklu büzgülü dayanıklı ambalaj
14122106	kauçuk kaplı emprenye sargı ambalaj
14122107	mukavva dalgalı ambalaj ambalajlık
14122108	büzgülü sargılık ambalaj bükümlü
14122200	teknik sarf hammadde
14122201	tarım çimlenme filizlendirme
14122202	sallama filtre demlik
14122203	baskı desinatör desinasyon serigrafi
14122204	dokulu gofretsel pres pütürlü
15100000	enerji akaryakıt madeni yağ
15101500	akaryakıt türevleri akaryakıtlar
15101502	lampa gazı soba linyit
15101503	petrokimya hammaddesi ligroin benzin
15101504	jetfuel jeta1 uçak kerosin
15101505	motorin mazot eurodizel
15101506	kurşunsuz 95 98 süper
15101507	aromatik kimyasal solvent
15101508	hamoil crude
15101509	marine fuel bunker mgo hfo
15101510	doğalgaz sıvısı yeraltı
15101513	tarım makineleri mazotu kırmızı mazot offroad
15101600	mangal soba yakacağı
15101605	mangal nargile mangalık
15101609	pres kömür sıkma yakacak
15101615	biyokütle parçası talaş
15101700	kalorifer yakıtı ağır yağ
15101800	çevreci yeşil biyoenerji
15101801	bitkisel kanola yağı yakıtı
15101802	alkol biyoetanol kimyasal yakıt
15110000	kimyasal endüstriyel
15111500	sanayi gazı gazları
15111501	lpg tüp gaz sanayi
15111502	bataklık gazı doğal gaz bileşeni
15111503	petrokimya olefin hammadde
15111504	gazı polietilen hammaddesi
15111505	tüp gaz lpg gazı
15111506	kaynak gazı punta karpit
15111507	sentez üretici fuel
15111508	şehir aydınlatma
15111509	kesme
15111510	lpg tüp otogaz
15111511	metan
15111700	korozyon önleyici
15120000	endüstriyel yağlama
15121501	sentetik 10w40 5w30
15121504	direksiyon şanzıman 68 46
15121508	dişli atf manuel
15121800	pas önleyiciinhibitor koruyucu
15121807	motor soğutma suyu radyatör antfriz
15130000	atom enerjisi uranyum
15131500	radyoaktif uranyum
15131502	u238 depleted
15131503	u235 enriched
15131504	levha
15131505	reaktör
15131506	tükenmiş
15131600	reaktör çubuğu demeti
15131601	demet
22100000	iş makinesi şantiye
22101500	hafriyat makinesi şantiye
22101501	kepçe loder loader
22101502	bıçak tesviye grayder
22101504	makinesi
22101505	kompaktör yol silindiri
22101507	zemin sıkıştırıcı
22101508	kazıcı trenching
22101509	jcb yükleyici
22101511	silindir vibrasyonlu
22101513	dragline
22101514	durgun su
22101516	kazma
22101518	kazıyıcıscraper
22101519	scraper
22101520	elevating scraper
22101521	çekili scraper
22101523	lastikli
22101524	lastikli kazici kepce hidrolik paletli
22101525	kepce lastikli kazici hidrolik yuruyen
22101526	kepce zincirli kazici hidrolik yuruyen
22101527	cok amacli tasiyici aparat tool carrier
22101528	kepce yukleyici loader
22101529	kepce bobcat kucuk yukleyici
22101530	kazima ve tasiyma hafriyat cekicisi
22101531	temizleme atma araci püskürtücü
22101532	yukleyici zincirli kepce crawler loader
22101533	agac sokme dozeri orman devirici
22101534	askeri dozer istihkam araci ziheli
22101535	kazik sokucu temel sokme makinesi
22101536	yikama tesisi kamyon
22101537	kazik hidrolik temel kirici
22101538	bicagi buldozeri temizeleme
22101539	kepce tirnagi hidrolik silindir iş makinasi yedek parca
22101600	serici freze silindir yol yapim makinesi
22101632	kazima cizgi silme
22101633	derz asfalt tamir makinasi
22101700	is makinasi yedek parca yuruyen aksam sanziman
22101800	makasli personel yukseltici manlift sepetli vinç
22101900	insaat ekipmanlari yapi
22101901	mikseri hazir santrali kazani
22101909	çamur pompasi bentonit makinasi slari
22102000	yikim makinesi hidrolik makas atesleyici
22990000	hafriyat ekipmanlari kaldirma makineleri
22991501	hazir tesisi santiye
22991502	beton kamyonu tasiyici
22991503	pompasi hat mobilize
22991504	iğneli sisesi
22991505	helikopter yuzey duzeltme
22991600	mini is kucuk insaat ekipmanlari
22991601	kepce kucuk
22991602	kazici yukleyicijcb
22991603	yukleyici skidsteer bobcat
22991604	forklift yukleyici
22991701	santiye vinci sabit vinc
22991702	tekerlekli vinc oto
22991703	vinc zincirli kaldirici
22991704	dis asansor makasli
23100000	metal isleme pres tornalama kesme
23101500	ahsap kesme mermer router
23101501	freze pantograf ahsap
23101513	cnc dik isleme horizontal
23110000	sondaj rafineri ekipmani akaryakit
23120000	makinasi kumanda dokuma orgu
23121500	iplik bukme haxil boyama apre
23121501	nakis makinesi bilgisayarli kafa
23121600	ekipmani dikis hazir giyim
23121614	sanayi tipi dikis overlok recme ilik
23130000	tas kesme kuyumcu tasi
23131500	zimpara tasi kecesi lapidari zirkon
23131501	parlatma pastasi asindirici toz elmas macunu
23131503	taslama tasi zenci silisyum karbur
23131600	basligi acili kesim aparati
23131700	kabasboron kaba tas kesici
23140000	saraciye ayakkabi imalati dikis
23141600	yarma yaglama tabaklama
23141601	bicagi alma
23141700	presi zımba sayacilik
23150000	hatti endstriyel imalat
23151500	enjeksiyon siser ekstruder imalati
23151600	tugla presi firini degirmeni
23151700	lens kesme cam rodaj
23151800	tablet presi kapsul dolum blister
23151816	hplc kolonu gaz
23151817	silika jel dolgu maddesi
23151900	kagit makinasi oluklu mukavva hatti
23152000	dilme sarma
23152100	santrifuj separator elek filtreleme
23152200	montaj masasi tezgah sehpasi
23152900	vakum paketleme strec koli bantlama
23152901	palet strecleyen cemberleme strec makinesi
23153000	pnomatik tutucu vakumlu vantuz robot pencesi
23153100	reduktor lineer kizak bilyali mil
23153145	boya tabancasi pnomatik havali
23153200	kol sat andronik endstriyel scara
23153400	otomatik hatti vidalama robotu
23153500	toz tesisi yas kabini elektrostatik
23153600	lazer markalama dot peen inkjet kodlama
23153605	darp cihazi metal damga seri numarasi kazima laser markalama
23153700	anahtari tornavida hidrolik sikma moment kontrolu
23153800	boyama hatti elektrostatik toz boya yasam kum kabini tabancasi
23160000	dokum ocagi metal eritme plevne induksoin ocak kaliplama
23161500	dokum metal enjeksiyon santrifuj presi
23161501	dokum fanlari koruk havalandirma aspirator
23161600	olivine kum bentonit ferro alyaj degirmen tozu
23161700	metal kalip salkim dokum modelikokil
23180000	gida ekipmani endustriyel mutfak tesisi sut isleme hatti
23181500	hamur yogurucu etkiyice kiyma cekme sekerleme hatti
23181501	sise sivi vakumlu kapama paketleme
23181502	baharat degirmeni kahve ogutucu tahil kirici
23181507	zeytin meyve ezici püre makinasi
23181514	teknesi teleme kazani sut kremasi ayirici
23181519	sut pastorizatoru plakali esanjor sterilizator
23181522	findik kirma badem ceviz soyma makinasi
23181523	kesimhane ekipmani teleferik sistemi kan askı sistemleri
23181600	endustriyel dilimleme sebze dograma kiyma makinesi
23181601	kusbasi dograma patates kup kesici et kupleme
23181700	endustriyel firin tuzlama dolabi et tutsuleme unlu mamul firini
23181800	meyve suyu skac sikma sivi dolum gazli icecek hatti
23190000	mikser reduktorlu karistirici sivi karisimi tanki
23191000	kesikli karistirici mixer toz
23191001	kazani degisen mikser planet karistirici seyyar kazanli
23191100	inline mikser hat tipi surekli karistirici
23191101	vidali extruder halsiz karistirici homojenizator
23200000	kolon destilasyon reaktor kondenser
23201000	yikama sistemi scrubber absorpsiyon kulesi
23201200	endustriyel kurutucu fircali tuneli
23201201	spray dryer atomizor toz kurutma
23201202	kompresor desikant
23201203	akiskan fluidized bed dryer
23201204	meyve sebze firini kopurerek kurutucu
23210000	smd dizgi pcb montaj lehimleme firi
23220000	kesim kesimhane piliç
23221000	canli tavuk nakil kasasi bosaltma unitesi
23221001	bosaltma unitesi palet devirici
23221100	tuy makinasi haslama tanki kafa kesme makinesi
23230000	briketleme tomruk kesme serit testere
23231000	agac alma ahsap freze
23231001	bicak pabuci kesici cnc iso 30bt hsk
23240000	tespara cnc freze torna matkap pres
23241400	taslama tezgahi zemin silindirik
23241401	masaustu taslama zımpara tasi
23241500	serit testere daire planya kesim
23241600	freze ucu parmak matkap pafta
23241615	kilavuz seti el kilavuzu makina diş acma
23241700	capak fircasi celik firca havsa acma
23241800	sutunlu matkap radial tezgahı
23241900	borywerik derin radial matkap
23242100	sohbet sehpasi tezgahi yedek parca aparati
23242200	frezeleme azdırma disli acma taslama
23242300	universel cnc isleme merkezi
23242400	dikey isleme yatay cnc dik
23242500	universel dik kopya
23242600	ozel kesim tezgah profil
23242612	lazer gravur cnc marka
23250000	abkant giyotin pres presler sac isleme
23251500	abkant pres silindir bukme profil
23251501	cnc sac bukme
23251600	sac profil silindir
23251700	sicak dovme presi eccentric pres hidrolik
23251800	sac kesme kalibi siva enjeksiyon
23251900	teneke kutu hatti varil konserve makinasi
23260000	3d yazici rapid prototyping boyutlu basim
23261500	3d yazici stereolitografi isleme
23261501	3d yazici filament basici boyutlu
23270000	gaz alti inverter elektrod
23271401	tozalti makinasi otomatik
23271423	trafo makinasi
23271500	induksiyon ocagi
23271600	havasi elektronik
23271603	kalem teli
23271700	torcu semt maskesi gaz memesi
23271712	oksijen kesme seryum lpg set
23271800	elektrod tig teli mig
23271812	rutile elektrod bazik teli
23280000	isleme tezgahı talaşlı imalat
23281500	galvaniye boyama hatti anodizasyon
23290000	sanayi tezgahı endustriyel
23291500	matkap ucu delgi torna kalipci matkabi hss
23300000	cekme makinesi kangal teli galvaniz büküm
23301500	dogrultma bükme kesme çit teli presleme
23990000	bakim kiti endustriyel malzeme tamir takim cantasi
23991500	baglama aparati is parcasi tutucu freze torna
23991501	penkolot cat peni penset orme iskele aparati
23991502	karbur uc cnc ucu tornalama freze cerceve
23991503	torna uc ayakli hidrolik firdonye
23991504	tezgah hidrolik pres pnomatik fikstur
23991600	fabrika bakim ekipmani yaglama tabancasi hidrolik cektirme rulman sokucu
23991601	pompasi yagdanlik otomatik yaglama tabancasi havali
23991602	sökücü hidrolik isitici montaj kiti ic cektirme
23991603	mil optik kayis kasnak
23991604	ölçer balans vibrasyon monitoru kestirimci bakim
24100000	istifleme tasima ekipmani depo ekipmanlari fabrika ici nakliye
24101501	endustriyel platform tasima tekerlekli yuk arabasi
24101502	dokme yuk arabasi hurda hafriyat tasiyici tekne
24101503	seyyar masa yuk tasima platformu mobil sehpa
24101504	iki tekerlekli cuval arabasi pazar yuk tasiyicisi
24101505	transpalet akulu el arabasi fork lift tasiyici
24101506	arabasi manevra ceki demirli depo
24101507	arabasi insaat bahce
24101508	surunme paspasi anti statik mat yurueme bandi
24101509	tip endustriyel agir yuk rayli
24101510	arabasi dokme bosaltma plastik kasa
24101511	rafli malzeme toplama arabasi katli siparis
24101512	motorlu el arabasi insaat mini damperli
24101513	akulu cekici train endustriyel fabrika tractor
24101514	duz tablas fabrika ici tasima
24101515	konteyner tasiyici lastikli gantry vincler
24101516	akulu yuk tasiyici masa elektrikli seyyar
24101517	cekici akulu manevra araci endustriyel
