# i18n Faz 4 — kategori adları EN/RU (kod ⇥ EN ⇥ RU). ÜRETİLMİŞ dosya: staging'de
# Gemini Pro toplu çevirisi (admin/content-translations/categories/backfill) → export.
# Elle düzeltme serbest (insan kararı kazanır); boş sütun = çeviri yok → Türkçeye düşer.
11111808	Common clay	Обыкновенная глина
11111809	Ball clay	Комовая глина
11111810	Fuller's earth	Фуллерова земля
11111811	Haydite (expanded clay)	Керамзит
11111812	Vermiculite	Вермикулит
11111900	Decorative stone	Декоративный камень
11111901	River stone	Речной камень
11120000	Inedible Plant or Forestry Products	Непищевые растительные или лесные продукты
11121500	Sap	Сок растений
11121502	Resin	Смола
11121503	Lac	Шеллак
11121600	Wood	Древесина
11121603	Log	Бревно
11121604	Softwood timber	Пиломатериалы хвойных пород
11121605	Rattan	Ротанг
11121606	Cork	Пробка
11121607	Wood pulp	Древесная масса
11121608	Bamboo	Бамбук
11121610	Hardwood timber	Пиломатериалы лиственных пород
11121612	Pith	Сердцевина дерева
11121614	Teak wood	Тиковое дерево
11121615	Poplar wood	Тополиная древесина
11121616	Pine wood	Сосновая древесина
11121617	Oak wood	Дубовая древесина
11121618	Maple wood	Кленовая древесина
11121619	Cherry wood	Вишневая древесина
11121620	Tornillo wood	Древесина торнильо
11121621	Pashaco wood	Древесина пашако
11121622	Catahua wood	Древесина катауа
11121623	Capirona wood	Древесина капирона
11121624	Copaiba wood	Древесина копаиба
11121625	Eucalyptus wood	Эвкалиптовая древесина
11121626	Utucuro wood	Древесина утукуро
11121627	Ceiba wood	Древесина сейба
11121628	Mohena wood	Древесина мохена
11121700	Forestry byproducts	Побочные продукты лесоводства
11121701	Sawdust	Опилки
11121702	Wood chips	Древесная щепа
11121703	Peat moss	Торфяной мох
11121705	Tree bark	Кора дерева
11121706	Mulch	Мульча
11121707	Wood wool	Древесная шерсть
11121708	Wood flour	Древесная мука
11121709	Balsams	Бальзамы
11121710	Wood tar	Древесная смола
11121800	Plant fibers	Растительные волокна
11121801	Hemp	Пенька
11121802	Cotton	Хлопок
11121803	Flax	Лен
11121804	Jute	Джут
11121805	Sisal	Сизаль
11121806	Coir	Кокосовое волокно
11121807	Abaca fiber	Волокно абаки
11121808	Ramie	Рами
11121809	Reed	Тростник
11121810	Broomcorn or agave or piassava	Сорго, агава или пиассава
11121811	Cotton linter	Хлопковый линт
11121900	Perfumery products	Парфюмерные изделия
11121901	Licorice root	Корень солодки
11122000	Engineered wood products	Модифицированная древесина
11122001	Plywood	Фанера
11122002	Particle board	ДСП (древесно-стружечная плита)
11122003	Medium density fiberboard (MDF)	МДФ (древесноволокнистая плита средней плотности)
11122004	Wood veneers	Древесный шпон
11122005	Glued laminated timber	Клееный брус
11122006	Impregnated timber	Импрегнированная древесина
11122007	Densified wood	Прессованная древесина
11122008	Cross laminated timber (CLT)	Перекрестно-клееная древесина (CLT)
11130000	Inedible Animal Products	Непищевые продукты животного происхождения
11131500	Animal hides and skins and animal textile products	Шкуры и кожа животных и текстильные изделия из сырья животного происхождения
11131501	Feathers	Перья
11131502	Furs	Меха
11131503	Animal hair	Шерсть животных
11131505	Raw mohair	Необработанный мохер
11131506	Raw wool	Необработанная шерсть
11131507	Suede	Замша
11131508	Full grain leather	Лицевая кожа
11131600	Other animal products	Прочие продукты животного происхождения
11131601	Ivory	Слоновая кость
11131602	Semen	Сперма
11131603	Secretions	Выделения
11131604	Fish eggs	Икра рыб
11131605	Bones	Кости
11131606	Animal horns	Рога животных
11131607	Embryos	Эмбрионы
11131608	Seashell products	Изделия из ракушек
11131609	Bovine semen	Сперма крупного рогатого скота
11131610	Inedible bird and poultry eggs	Несъедобные яйца птиц и домашней птицы
11140000	Scrap and Waste Materials	Лом и отходы
11141600	Non-metallic waste and scrap	Неметаллические отходы и лом
11141601	Textile waste or scrap	Текстильные отходы или лом
11141602	Plastic waste or scrap	Пластиковые отходы или лом
11141603	Oil waste	Масляные отходы
11141604	Paper waste	Бумажные отходы
11141605	Glass waste or scrap	Стеклянные отходы или лом
11141606	Wood waste or scrap	Древесные отходы или лом
11141607	Rubber waste or scrap	Резиновые отходы или лом
11141608	Hazardous waste or scrap	Опасные отходы или лом
11141609	Composition leather	Композиционная кожа
11141610	Leather waste or scrap	Кожаные отходы или лом
11141700	Food or tobacco waste and scrap	Отходы и лом пищевых продуктов и табака
11141701	Foodstuff waste or scrap	Пищевые отходы или лом
11141702	Tobacco waste or scrap	Табачные отходы или лом
11150000	Fibers and Threads and Yarns	Волокна, нити и пряжа
11151500	Fibers	Волокна
11151501	Acetate fibers	Ацетатные волокна
11151502	Nylon fibers	Нейлоновые волокна
11151503	Polyester fibers	Полиэфирные волокна
11151504	Acrylic fibers	Акриловые волокна
11151505	Viscose fibers	Вискозные волокна
11151506	Rayon fibers	Районные волокна
11151507	Cotton fibers	Хлопковые волокна
11151508	Wool fibers	Шерстяные волокна
11151509	Silk fibers	Шелковые волокна
11151510	Vegetable fibers	Растительные волокна
11151511	Polypropylene fibers	Полипропиленовые волокна
11151512	Glass fibers	Стеклянные волокна
11151513	Ceramic fibers	Керамические волокна
11151514	Polymer aramid fibers	Полимерные арамидные волокна
11151515	Asbestos fibers	Асбестовые волокна
11151516	Polyurethane fiber (spandex)	Полиуретановое волокно (спандекс)
11151517	Polyvinyl alcohol fiber	Поливиниловое волокно
11151518	Polyethylene fiber	Полиэтиленовое волокно
11151519	Rock wool or mineral wool	Каменная или минеральная вата
11151520	Processed human hair	Обработанные человеческие волосы
11151521	Unprocessed human hair	Необработанные человеческие волосы
11151600	Textile yarns	Текстильная пряжа
11151601	Cotton yarn	Хлопчатобумажная пряжа
11151602	Silk yarn	Шелковая пряжа
11151603	Polyester yarn	Полиэфирная пряжа
11151604	Polyamide yarn	Полиамидная пряжа
11151605	Bismaleimide yarn	Бисмалеимидная пряжа
11151606	Glass fiber yarn	Пряжа из стекловолокна
11151607	Graphite yarn	Графитовая пряжа
11151608	Nylon yarn	Нейлоновая пряжа
11151609	Resin impregnated yarn	Пряжа, пропитанная смолой
11151610	Rubber or latex yarn	Резиновая или латексная нить
11151611	Spandex yarn	Спандексная пряжа
11151612	Asbestos yarn	Асбестовая пряжа
11151613	Metal yarn	Металлическая нить
11151700	Threads	Нити
11151701	Wool yarn	Шерстяная пряжа
11151702	Cotton yarn	Хлопчатобумажная пряжа
11151703	Polyester yarn	Полиэфирная пряжа
11151704	Acrylic yarn	Акриловая пряжа
11151705	Silk yarn	Шелковая пряжа
11151706	Ramie yarn	Пряжа из рами
11151708	Animal hair yarn	Пряжа из шерсти животных
11151709	Synthetic yarn	Синтетическая пряжа
11151710	Jute yarn	Джутовая пряжа
11151711	Coir yarn	Кокосовая пряжа
11151712	Paper yarn	Бумажная пряжа
11151713	Hemp yarn	Пеньковая пряжа
11151714	Glass yarn	Стеклянная пряжа
11151715	Linen yarn	Льняная пряжа
11151716	Blended yarn	Смесовая пряжа
11151717	Gimped yarn	Обкрученная пряжа
11151718	Metallized yarn	Металлизированная пряжа
11160000	Fabrics and Leather Materials	Ткани и кожаные материалы
11161500	Silk fabrics	Шелковые ткани
11161501	Plain weave silk fabrics	Шелковые ткани полотняного переплетения
11161502	Jacquard weave silk fabrics	Шелковые ткани жаккардового переплетения
11161503	Knit silk fabrics	Трикотажные шелковые ткани
11161504	Silk velvet fabrics	Шелковые бархатные ткани
11161600	Woolen fabrics	Шерстяные ткани
11161601	Plain weave wool fabrics	Шерстяные ткани полотняного переплетения
11161602	Jacquard weave wool fabrics	Шерстяные ткани жаккардового переплетения
11161603	Knit wool fabrics	Трикотажные шерстяные ткани
11161604	Twill weave wool fabrics	Шерстяные ткани саржевого переплетения
11161605	Combed wool	Гребенная шерсть
11161606	Wool waste	Шерстяные отходы
11161607	Degreased or carbonized uncombed wool	Обезжиренная или карбонизированная негребенная шерсть
11161608	Cotton terry fabric	Хлопчатобумажная махровая ткань
11161700	Cotton fabrics	Хлопчатобумажные ткани
11161701	Plain weave cotton fabrics	Хлопчатобумажные ткани полотняного переплетения
11161702	Twill weave cotton fabrics	Хлопчатобумажные ткани саржевого переплетения
11161703	Cotton oxford fabrics	Хлопчатобумажные ткани оксфорд
11161704	Knit cotton fabrics	Трикотажные хлопчатобумажные ткани
11161705	Cotton velvet fabrics	Хлопчатобумажные бархатные ткани
11161706	Cotton chenille	Хлопчатобумажная синель
11161707	Carded or combed cotton	Кардная или гребенная хлопчатобумажная пряжа
11161800	Synthetic fabrics	Синтетические ткани
11161801	Plain weave synthetic fabrics	Синтетические ткани полотняного переплетения
11161802	Jacquard weave synthetic fabrics	Синтетические ткани жаккардового переплетения
11161803	Dobby weave synthetic fabrics	Синтетические ткани кареточного переплетения
11161804	Knit synthetic fabrics	Трикотажные синтетические ткани
11161805	Synthetic velvet fabrics	Синтетические бархатные ткани
11161806	Twill weave synthetic fabric	Синтетические ткани саржевого переплетения
11161807	Pile weave synthetic fabric	Синтетические ворсовые ткани
11161808	Chenille weave synthetic fabric	Синтетические синелевые ткани
11162000	Fabrics made of non-cotton plant materials	Ткани из растительных материалов, кроме хлопка
11162001	Plain weave fabrics of non-cotton vegetable fibers	Ткани полотняного переплетения из нехлопковых растительных волокон
11162002	Knit fabrics of non-cotton vegetable fibers	Трикотажные ткани из нехлопковых растительных волокон
11162003	Hemp or jute fabric	Пеньковая или джутовая ткань
11162004	Woven jute fabric	Тканое джутовое полотно
11162005	Woven linen fabric	Тканое льняное полотно
11162100	Specialty fabrics or cloths	Специальные ткани или полотна
11162101	Cheesecloth	Марля
11162102	Bismaleimide fabric or cloth	Бисмалеимидная ткань или полотно
11162104	Graphite fabric or cloth	Графитовая ткань или полотно
11162105	Glass fabric or cloth	Стеклоткань или полотно
11162107	Resin impregnated fabric or cloth	Пропитанная смолой ткань или полотно
11162108	Wire mesh fabric or cloth	Проволочная сетка или полотно
11162109	Lace	Кружево
11162110	Netting	Сетчатое полотно
11162111	Mesh	Сетка
11162112	Coated fabrics	Ткани с покрытием
11162113	Upholstery fabrics	Обивочные ткани
11162114	Hook and loop fabrics or tapes	Ткани или ленты на липучке
11162115	Elastic webbing	Эластичная тесьма
11162116	Burlap	Мешковина
11162117	Rubber fabrics	Прорезиненные ткани
11162118	Paper yarn fabric	Ткань из бумажной пряжи
11162119	Clear cloth	Прозрачная ткань
11162120	Sieve cloth	Ситовая ткань
11162121	Ornamental fabric	Декоративная ткань
11162122	Bookbinding fabrics	Переплетные ткани
11162123	Ribbon fabrics	Ленточные ткани
11162124	Felt fabrics	Фетровые ткани
11162125	Strap fabrics	Ременные ткани
11162126	Quilted fabric	Стеганая ткань
11162127	Camouflage fabric	Камуфляжная ткань
11162128	Parachute fabric	Парашютная ткань
11162129	Marquisette fabric	Ткань маркизет
11162130	Awning fabrics	Тентовые ткани
11162131	Welt fabrics	Рантовые ткани
11162132	Damask fabric	Дамастовая ткань
11162133	Satin fabric	Сатиновая ткань
11162134	Waterproof fabric	Водонепроницаемая ткань
11162135	Embroidered fabric	Ткань с вышивкой
11162136	Narrow woven fabric	Узкая тканая лента
11162137	Non-carpet tufted fabric	Тафтинговая ткань (не ковровая)
11162138	Gauze fabric	Марлевая ткань
11162139	Animal hair or horsehair fabric	Ткань из шерсти животных или конского волоса
11162200	Non-woven fabrics	Нетканые материалы
11162201	Nonwoven spunbonded fabrics	Нетканые материалы спанбонд
11162202	Nonwoven spunlace fabrics	Нетканые материалы спанлейс
11162300	Leathers	Кожа
11162301	Chamois leather	Замша
11162302	Goat leather	Козья кожа
11162303	Sheepskin	Овечья кожа
11162304	Patent leather	Лакированная кожа
11162305	Cowhide	Коровья кожа
11162306	Pigskin	Свиная кожа
11162307	Synthetic or artificial leather	Синтетическая или искусственная кожа
11162308	Buffalo leather	Кожа буйвола
11162309	Reptile leather	Кожа рептилий
11162310	Horse leather	Конская кожа
11162311	Calfskin	Телячья кожа
11162400	Fiberfill	Волокнистый наполнитель
11162401	Cotton batting	Хлопковый ватин
11162402	Synthetic batting	Синтетический ватин
11170000	Alloys	Сплавы
11171500	Basic steels	Базовые стали
11171501	E24-2 or A37-2 steel	Сталь E24-2 или A37-2
11171600	Stainless steel alloys	Сплавы нержавеющей стали
11171601	Stainless steel alloy 304	Нержавеющая сталь марки 304
11171602	Stainless steel alloy 304L	Нержавеющая сталь марки 304L
11171603	Stainless steel alloy 316	Нержавеющая сталь марки 316
11171604	Ferronickel alloy	Ферроникелевый сплав
11171700	High-speed steels	Быстрорежущие стали
11171701	Z90WDCV6542 or M2 high speed steel	Быстрорежущая сталь Z90WDCV6542 или M2
11171702	Z90WDKCV65542 or M35 high speed steel	Быстрорежущая сталь Z90WDKCV65542 или M35
11171800	Nickel-based superalloys	Суперсплавы на основе никеля
11171801	Inconel 600 superalloy	Суперсплав Inconel 600
11171900	Titanium-based superalloys	Суперсплавы на основе титана
11171901	TA6V superalloy	Суперсплав TA6V
11172000	Aluminum-based alloys	Сплавы на основе алюминия
11172001	Aluminum alloy 7178	Алюминиевый сплав 7178
11172002	Aluminum remelt ingot	Алюминиевый слиток для переплавки
11172003	Aluminum iron alloy	Железоалюминиевый сплав
11172100	Cobalt-based superalloys	Суперсплавы на основе кобальта
11172101	Pygmalion or 846 alloy	Сплав Pygmalion или 846
11172200	Magnesium-based alloys	Сплавы на основе магния
11172201	Magnesium aluminum alloy	Магниево-алюминиевый сплав
11172300	Manganese-based alloys	Сплавы на основе марганца
11172301	Ferromanganese alloy	Ферромарганцевый сплав
11172302	Medium carbon ferromanganese alloy	Среднеуглеродистый ферромарганцевый сплав
11172303	Silicomanganese alloy	Силикомарганцевый сплав
11172304	Low carbon ferromanganese alloy	Низкоуглеродистый ферромарганцевый сплав
11180000	Metal Oxides	Оксиды металлов
11181500	Non-ferrous metal oxides	Оксиды цветных металлов
11181501	Molybdenum oxide	Оксид молибдена
11181502	Titanium oxide	Оксид титана
11181503	Indium oxide	Оксид индия
11181504	Tin oxide	Оксид олова
11181505	Sealing clay	Герметизирующая глина
11181506	Vanadium oxide	Оксид ванадия
11181507	Nickel oxide	Оксид никеля
11181508	Manganese oxide	Оксид марганца
11181509	Artificial corundum	Искусственный корунд
11181510	Zinc oxide	Оксид цинка
11181511	Aluminum oxide	Оксид алюминия
11181512	Copper oxide	Оксид меди
11190000	Metal Waste, Scrap and By-products	Металлические отходы, лом и побочные продукты
11191500	Metal solids	Металлические твердые вещества
11191501	Nickel solids	Твердый никель
11191502	Basic steel solids	Твердая базовая сталь
11191503	Ferrous alloy solids	Твердые железосодержащие сплавы
11191504	Non-ferrous alloy solids	Твердые цветные сплавы
11191505	Superalloy solids	Твердые суперсплавы
11191600	Metal scrap	Металлический лом
11191601	Nickel scrap	Лом никеля
11191602	Basic steel scrap	Лом базовой стали
11191603	Ferrous alloy scrap	Лом железосодержащих сплавов
11191604	Non-ferrous alloy scrap	Лом цветных металлов
11191605	Superalloy scrap	Лом суперсплавов
11191606	Automotive scrap yard for waste or scrap	Автомобильный лом и отходы
11191607	Copper scrap	Медный лом
11191608	Lead scrap	Свинцовый лом
11191609	Zinc scrap	Цинковый лом
11191610	Aluminum scrap	Алюминиевый лом
11191611	Tin scrap	Оловянный лом
11191612	Iron scrap	Железный лом
11191613	Precious metal scrap except gold	Лом драгоценных металлов кроме золота
11191614	Gold scrap	Золотой лом
11191700	Swarf	Стружка
11191701	Nickel turnings	Никелевая стружка
11191702	Bronze turnings	Бронзовая стружка
11191800	Metal byproducts	Побочные металлические продукты
11191801	Manganese slag	Марганцевый шлак
11191802	Copper sulfide	Сульфид меди
11191803	Nickel sulfide	Сульфид никеля
11191804	Ash containing precious metals or compounds	Зола, содержащая драгоценные металлы или соединения
11191805	Ash containing non-precious metals or compounds	Зола, содержащая недрагоценные металлы или соединения
12000000	Chemicals	Химические вещества
12130000	Explosive Materials	Взрывчатые материалы
12131500	Explosives	Взрывчатые вещества
12131501	Dynamite	Динамит
12131502	Explosive cartridges	Разрывные патроны
12131503	Propellant explosives	Метательные взрывчатые вещества
12131504	Explosive charges	Разрывные заряды
12131505	Plastic explosives	Пластичные взрывчатые вещества
12131506	Aluminized explosives	Алюминизированные взрывчатые вещества
12131507	Ammonium nitrate explosives	Аммиачно-селитренные взрывчатые вещества
12131508	Nitroglycerin powder explosives	Нитроглицериновые порошковые взрывчатые вещества
12131509	Ammonium nitrate fuel oil (ANFO)	Аммиачная селитра - мазут (ANFO)
12131510	White phosphorus	Белый фосфор
12131600	Pyrotechnics	Пиротехнические материалы
12131601	Fireworks	Фейерверки
12131602	Smoke signals	Дымовые шашки
12131603	Rain rockets	Противоградовые ракеты
12131604	Flares	Сигнальные ракеты
12131605	Pyrotechnic materials for theater or television	Пиротехнические материалы для театра или телевидения
12131700	Detonators	Детонаторы
12131701	Blasting caps	Капсюли-детонаторы
12131702	Detonators	Детонаторы
12131703	Detonating cords	Детонирующие шнуры
12131704	Explosion initiators	Инициаторы взрыва
12131705	Explosive squibs	Взрывные пиропатроны
12131706	Matches	Спички
12131707	Lighters	Зажигалки
12131708	Detonator box	Ящик для детонаторов
12131709	Explosive tamping tool	Инструмент для забойки взрывчатых веществ
12131800	Propellants	Ракетное топливо
12131801	Powder propellants	Пороховые метательные заряды
12131802	Solid propellants	Твердые метательные заряды
12131803	Weapon propellants	Метательные заряды для оружия
12131804	High energy propellants	Высокоэнергетические метательные заряды
12131805	Gelled propellants	Гелевые ракетные топлива
12131806	Hybrid propellants	Гибридные ракетные топлива
12140000	Elements and Gases	Элементы и газы
12141500	Earth metals	Земельные металлы
12141501	Beryllium Be	Бериллий Be
12141502	Magnesium Mg	Магний Mg
12141503	Calcium Ca	Кальций Ca
12141504	Strontium Sr	Стронций Sr
12141505	Barium Ba	Барий Ba
12141506	Radium Ra	Радий Ra
12141600	Rare earth metals	Редкоземельные металлы
12141601	Cerium Ce	Церий Ce
12141602	Dysprosium Dy	Диспрозий Dy
12141603	Erbium Er	Эрбий Er
12141604	Europium Eu	Европий Eu
12141605	Gadolinium Gd	Гадолиний Gd
12141606	Holmium Ho	Гольмий Ho
12141607	Lanthanum La	Лантан La
12141608	Lutetium Lu	Лютеций Lu
12141609	Neodymium Nd	Неодим Nd
12141610	Praseodymium Pr	Празеодим Pr
12141611	Promethium Pm	Прометий Pm
12141612	Samarium Sm	Самарий Sm
12141613	Scandium Sc	Скандий Sc
12141614	Terbium Tb	Тербий Tb
12141615	Thulium Tm	Тулий Tm
12141616	Ytterbium Yb	Иттербий Yb
12141617	Yttrium Y	Иттрий Y
12141700	Transition metals	Переходные металлы
12141701	Actinium Ac	Актиний Ac
12141702	Aluminum Al	Алюминий Al
12141703	Americium Am	Америций Am
12141704	Antimony Sb	Сурьма Sb
12141705	Berkelium Bk	Берклий Bk
12141706	Bismuth Bi	Висмут Bi
12141707	Cadmium Cd	Кадмий Cd
12141708	Californium Cf	Калифорний Cf
12141709	Chromium Cr	Хром Cr
12141710	Cobalt Co	Кобальт Co
12141711	Copper Cu	Медь Cu
12141712	Curium Cm	Кюрий Cm
12141713	Einsteinium Es	Эйнштейний Es
12141714	Fermium Fm	Фермий Fm
12141715	Gallium Ga	Галлий Ga
12141716	Germanium Ge	Германий Ge
12141717	Gold Au	Золото Au
12141718	Hafnium Hf	Гафний Hf
12141719	Indium In	Индий In
12141720	Iridium Ir	Иридий Ir
12141721	Iron Fe	Железо Fe
12141722	Lawrencium Lr	Лоуренсий Lr
12141723	Lead Pb	Свинец Pb
12141724	Manganese Mn	Марганец Mn
12141725	Mendelevium Md	Менделевий Md
12141726	Mercury Hg	Ртуть Hg
12141727	Molybdenum Mo	Молибден Mo
12141728	Neptunium Np	Нептуний Np
12141729	Nickel Ni	Никель Ni
12141730	Niobium Nb	Ниобий Nb
12141731	Nobelium No	Нобелий No
12141732	Osmium Os	Осмий Os
12141733	Palladium Pd	Палладий Pd
12141734	Platinum Pt	Платина Pt
12141735	Plutonium Pu	Плутоний Pu
12141736	Protactinium Pa	Протактиний Pa
12141737	Rhenium Re	Рений Re
12141738	Rhodium Rh	Родий Rh
12141739	Ruthenium Ru	Рутений Ru
12141740	Silver Ag	Серебро Ag
12141741	Tantalum Ta	Тантал Ta
12141742	Technetium Tc	Технеций Tc
12141743	Thallium Tl	Таллий Tl
12141744	Thorium Th	Торий Th
12141745	Tin Sn	Олово Sn
12141746	Titanium Ti	Титан Ti
12141747	Tungsten W	Вольфрам W
12141748	Uranium U	Уран U
12141749	Vanadium V	Ванадий V
12141750	Zinc Zn	Цинк Zn
12141751	Zirconium Zr	Цирконий Zr
12141752	Bohrium Bh	Борий Bh
12141753	Dubnium Db	Дубний Db
12141754	Hassium Hs	Хассий Hs
12141755	Rutherfordium Rf	Резерфордий Rf
12141756	Seaborgium Sg	Сиборгий Sg
12141757	Darmstadtium Uun	Дармштадтий Uun
12141758	Roentgenium Uuu	Рентгений Uuu
12141759	Copernicium Uub	Коперниций Uub
12141760	Polonium Po	Полоний Po
12141800	Alkali metals	Щелочные металлы
12141801	Cesium Cs	Цезий Cs
12141802	Francium Fr	Франций Fr
12141803	Lithium Li	Литий Li
12141804	Potassium K	Калий K
12141805	Rubidium Rb	Рубидий Rb
12141806	Sodium Na	Натрий Na
12141900	Non-metals and pure and elemental gases	Неметаллы и чистые и элементарные газы
12141901	Chlorine Cl	Хлор Cl
12141902	Hydrogen H	Водород H
12141903	Nitrogen N	Азот N
12141904	Oxygen O	Кислород O
12141905	Fluorine F	Фтор F
12141906	Arsenic As	Мышьяк As
12141907	Boron B	Бор B
12141908	Carbon C	Углерод C
12141909	Phosphorus P	Фосфор P
12141910	Selenium Se	Селен Se
12141911	Silicon Si	Кремний Si
12141912	Sulfur S	Сера S
12141913	Tellurium Te	Теллур Te
12141914	Astatine At	Астат At
12141915	Bromine Br	Бром Br
12141916	Iodine I	Йод I
12142000	Noble gases	Благородные газы
12142001	Xenon gas Xe	Ксенон Xe
12142002	Radon gas Rn	Радон Rn
12142003	Krypton gas Kr	Криптон Kr
12142004	Argon gas Ar	Аргон Ar
12142005	Helium gas He	Гелий He
12142006	Neon gas Ne	Неон Ne
12142100	Industrial gases	Промышленные газы
12142101	Hydrogen compound gases	Газообразные соединения водорода
12142102	Chlorinated mixture gases	Хлорированные газовые смеси
12142103	Ammonia	Аммиак
12142104	Carbon dioxide gas CO2	Углекислый газ CO2
